80.000000	80.000000	80.000000	80.000000	80.000000	80.000000	
61.717739	66.291768	67.934482	67.934482	66.291768	61.717739	
50.974517	55.514851	57.511678	57.511678	55.514851	50.974517	
43.540433	47.281441	49.085701	49.085701	47.281441	43.540433	
38.040508	40.984778	42.463984	42.463984	40.984778	38.040508	
33.868244	36.153179	37.321474	37.321474	36.153179	33.868244	
30.673408	32.438221	33.347259	33.347259	32.438221	30.673408	
28.218307	29.579040	30.282080	30.282080	29.579040	28.218307	
26.329064	27.377551	27.919942	27.919942	27.377551	26.329064	
24.874471	25.682159	26.100194	26.100194	25.682159	24.874471	
23.754290	24.376420	24.698481	24.698481	24.376420	23.754290	
22.891566	23.370749	23.618830	23.618830	23.370749	22.891566	
22.227104	22.596178	22.787261	22.787261	22.596178	22.227104	
21.715333	21.999599	22.146776	22.146776	21.999599	21.715333	
21.321164	21.540109	21.653467	21.653467	21.540109	21.321164	
21.017573	21.186206	21.273515	21.273515	21.186206	21.017573	
20.783744	20.913626	20.980873	20.980873	20.913626	20.783744	
20.603646	20.703683	20.755477	20.755477	20.703683	20.603646	
20.464934	20.541983	20.581875	20.581875	20.541983	20.464934	
20.358096	20.417440	20.448166	20.448166	20.417440	20.358096	
20.275809	20.321516	20.345181	20.345181	20.321516	20.275809	
20.212431	20.247635	20.265862	20.265862	20.247635	20.212431	
20.163616	20.190731	20.204769	20.204769	20.190731	20.163616	
20.126018	20.146902	20.157715	20.157715	20.146902	20.126018	
20.097061	20.113146	20.121474	20.121474	20.113146	20.097061	
20.074757	20.087146	20.093560	20.093560	20.087146	20.074757	
20.057578	20.067120	20.072061	20.072061	20.067120	20.057578	
20.044347	20.051697	20.055502	20.055502	20.051697	20.044347	
20.034157	20.039817	20.042748	20.042748	20.039817	20.034157	
20.026308	20.030668	20.032925	20.032925	20.030668	20.026308	
20.020263	20.023621	20.025359	20.025359	20.023621	20.020263	
20.015607	20.018193	20.019532	20.019532	20.018193	20.015607	
20.012020	20.014012	20.015044	20.015044	20.014012	20.012020	
20.009258	20.010793	20.011587	20.011587	20.010793	20.009258	
20.007131	20.008313	20.008924	20.008924	20.008313	20.007131	
20.005492	20.006403	20.006874	20.006874	20.006403	20.005492	
20.004230	20.004932	20.005295	20.005295	20.004932	20.004230	
20.003259	20.003799	20.004078	20.004078	20.003799	20.003259	
20.002510	20.002926	20.003141	20.003141	20.002926	20.002510	
20.001934	20.002254	20.002420	20.002420	20.002254	20.001934	
20.001490	20.001737	20.001864	20.001864	20.001737	20.001490	
20.001148	20.001338	20.001437	20.001437	20.001338	20.001148	
20.000885	20.001032	20.001108	20.001108	20.001032	20.000885	
20.000683	20.000796	20.000854	20.000854	20.000796	20.000683	
20.000527	20.000614	20.000660	20.000660	20.000614	20.000527	
20.000408	20.000475	20.000510	20.000510	20.000475	20.000408	
20.000316	20.000368	20.000396	20.000396	20.000368	20.000316	
20.000246	20.000287	20.000308	20.000308	20.000287	20.000246	
20.000193	20.000225	20.000242	20.000242	20.000225	20.000193	
20.000154	20.000179	20.000192	20.000192	20.000179	20.000154	
20.000124	20.000145	20.000156	20.000156	20.000145	20.000124	
