80.000000	80.000000	80.000000	80.000000	80.000000	80.000000	
78.943716	78.966837	78.976044	78.976182	78.967253	78.944131	
77.920335	77.948698	77.961986	77.962262	77.949528	77.921164	
76.918284	76.947570	76.962320	76.962733	76.948811	76.919523	
75.934650	75.963734	75.978918	75.979468	75.965382	75.936296	
74.968795	74.997368	75.012619	75.013303	74.999419	74.970843	
74.020718	74.048696	74.063891	74.064707	74.051144	74.023163	
73.090605	73.117971	73.133069	73.134016	73.120810	73.093441	
72.178698	72.205454	72.220444	72.221518	72.208676	72.181916	
71.285250	71.311405	71.326284	71.327484	71.315003	71.288843	
70.410513	70.436081	70.450849	70.452171	70.440045	70.414472	
69.554737	69.579730	69.594389	69.595829	69.584049	69.559052	
68.718161	68.742592	68.757143	68.758699	68.747257	68.722821	
67.901015	67.924898	67.939343	67.941011	67.929899	67.906010	
67.103520	67.126871	67.141211	67.142987	67.132195	67.108839	
66.325889	66.348721	66.362958	66.364837	66.354356	66.331518	
65.568320	65.590648	65.604783	65.606761	65.596583	65.574248	
64.831002	64.852841	64.866875	64.868949	64.859063	64.837217	
64.114112	64.135477	64.149411	64.151577	64.141973	64.120600	
63.417815	63.438722	63.452557	63.454810	63.445478	63.424564	
62.742264	62.762729	62.776466	62.778801	62.769732	62.749260	
62.087600	62.107637	62.121278	62.123691	62.114875	62.094830	
61.453952	61.473578	61.487123	61.489610	61.481036	61.461403	
60.841436	60.860666	60.874117	60.876674	60.868333	60.849095	
60.250159	60.269008	60.282367	60.284988	60.276870	60.258012	
59.680213	59.698697	59.711965	59.714647	59.706741	59.688249	
59.131681	59.149816	59.162994	59.165733	59.158030	59.139886	
58.604635	58.622437	58.635526	58.638317	58.630808	58.612998	
58.099136	58.116620	58.129623	58.132463	58.125137	58.107645	
57.615237	57.632418	57.645337	57.648221	57.641069	57.623880	
57.152979	57.169872	57.182709	57.185634	57.178646	57.161745	
56.712396	56.729017	56.741774	56.744737	56.737904	56.721275	
56.293515	56.309878	56.322557	56.325555	56.318868	56.302497	
55.896353	55.912474	55.925078	55.928106	55.921556	55.905428	
55.520923	55.536815	55.549347	55.552404	55.545982	55.530082	
55.167230	55.182909	55.195371	55.198452	55.192150	55.176464	
54.835274	54.850754	54.863150	54.866254	54.860062	54.844575	
54.525052	54.540346	54.552679	54.555803	54.549714	54.534412	
54.236554	54.251677	54.263951	54.267091	54.261097	54.245967	
53.969769	53.984734	53.996952	54.000108	53.994200	53.979228	
53.724682	53.739504	53.751669	53.754839	53.749009	53.734180	
53.501277	53.515968	53.528085	53.531266	53.525507	53.510808	
53.299534	53.314108	53.326181	53.329371	53.323675	53.309094	
53.119434	53.133905	53.145937	53.149135	53.143495	53.129017	
52.960957	52.975337	52.987333	52.990536	52.984945	52.970558	
52.824081	52.838383	52.850347	52.853556	52.848005	52.833696	
52.708785	52.723023	52.734959	52.738171	52.732655	52.718410	
52.615049	52.629235	52.641148	52.644362	52.638872	52.624680	
52.542852	52.556999	52.568894	52.572108	52.566638	52.552484	
52.492175	52.506296	52.518176	52.521389	52.515932	52.501805	
52.462998	52.477105	52.488976	52.492187	52.486735	52.472622	
